ID_PESS,ZONA_D
690063101,5
690063102,317
690063102,340
690063102,69
690064101,21
690064101,49
690064101,69
690064102,53
690064102,54
690064102,69
690064103,70
690064103,69
690064104,0
690516101,81
690516101,69
690516101,73
690521101,81
690521101,69
690521102,68
690521102,69
690528101,6
690528101,69
690530101,68
690530101,69
690530102,3
690530102,1
690530102,69
690531101,65
690531101,69
690531101,68
690531102,239
690531102,69
690561101,81
690561101,57
690561101,69
690563101,269
690563101,69
690563101,68
690563102,81
690563102,82
690563102,69
690563103,69
690569101,81
690569101,69
690569101,73
690577101,68
690577101,69
690577102,446
690577102,69
690580101,74
690580101,69
690580102,76
690580102,69
690580103,80
690580103,83
690580103,69
690580104,3
690580104,69
690601101,75
690601101,69
690632101,3
690632101,69
690633101,69
690633102,0
690639101,68
690639101,69
690639102,68
690639102,69
690645101,18
690645101,45
690645101,69
690645102,73
690645102,69
690645103,0
690648101,76
690648101,69
690648102,0
690649101,428
690649101,69
690649101,68
690649102,27
690654101,34
690654101,69
690654101,19
690654102,68
690654102,69
690661101,73
690661101,69
690663101,35
690663101,69
690663102,69
690663103,32
690663103,69
690664101,69
690678101,323
690678101,69
690678102,2
690678102,69
690679101,65
690679101,69
690679102,0
690686101,56
690686101,69
690686102,73
690686102,69
690686103,69
690686103,67
690713101,69
690713102,84
690713102,69
690720101,68
690720101,69
690720102,49
690720102,69
690720103,49
690720103,69
690723101,68
690723101,69
690723102,68
690723102,69
690740101,39
690740101,69
690740102,74
690740102,69
690759101,136
690759101,69
690759102,64
690759102,69
690759103,0
690759104,54
690759104,55
690759104,69
690878101,82
690878101,69
690878102,0
690878103,0
690930101,100
690930101,69
690930102,0
692027101,57
692027101,69
692027102,0
692027103,69
692027104,69
693080101,62
693080101,69
693080102,3
693080102,69
693080103,268
693080103,272
693080103,69
700002101,79
700002101,70
700002102,69
700002102,70
700002103,70
700002104,78
700002104,79
700002104,70
700006101,24
700006101,70
700006102,0
700008101,68
700008101,70
700008102,0
700009101,69
700009101,70
700010101,73
700010101,70
700010102,0
700010103,0
700013101,0
700021101,302
700021101,268
700021102,0
700021103,300
700021103,268
700021104,68
700021104,268
700028101,54
700028101,70
700031101,0
700031102,0
700049101,56
700049101,70
700049102,69
700049102,73
700049102,70
700049103,0
700050101,70
700050102,0
700050103,82
700050103,70
700050104,68
700050104,70
700050105,0
700313101,0
700313102,66
700313102,70
700329101,0
700329102,70
700329103,68
700329103,70
700329104,68
700329104,70
700329105,68
700329105,70
700329106,71
700329106,70
700329107,70
700329108,70
700431101,26
700431101,70
700431102,80
700431102,70
700435101,324
700435101,70
700435102,54
700435102,53
700435102,70
700435103,0
700435104,0
700478101,374
700478101,70
700478102,516
700478102,70
700478103,71
700478103,70
700639101,116
700639101,70
700639102,67
700639102,70
700639102,280
700639103,67
700639103,70
700647101,0
700647102,0
700647103,27
700647103,70
700647104,304
700652101,73
700652101,70
700652102,70
700652103,64
700652103,70
700652104,70
700658101,0
700658102,66
700658102,70
700658103,75
700658103,70
700658104,0
700661101,68
700661101,70
700661102,73
700661102,70
700671101,84
700671101,70
700671102,268
700671102,70
700671103,73
700671103,70
700671104,70
700679101,0
700679102,0
700680101,0
700680102,58
700680102,70
700680103,23
700680103,70
700680104,55
700680104,70
700680105,0
700695101,294
700695101,70
700695102,65
700695102,70
700695103,82
700695103,70
700700101,68
700700101,70
700700102,0
700700103,0
700700104,32
700700104,70
700707101,268
700707101,70
700707102,81
700707102,70
700718101,2
700718101,70
700718102,70
700742101,0
700742102,79
700742102,70
700798101,478
700798101,70
700798102,66
700798102,2
700798102,70
700798103,66
700798103,70
700850101,70
700850102,31
700850102,201
700850102,70
700856101,73
700856101,70
700856102,0
700856103,318
700856103,70
700856104,70
700980101,79
700980101,70
700980102,79
700980102,70
700980103,79
700980103,70
701105101,29
701105101,70
701105102,70
701105103,66
701105103,70
701224101,0
701224102,0
701224103,2
701224103,70
701247101,270
701247101,31
701247101,70
701247102,0
701345101,236
701345101,70
701345102,0
701345103,0
701401101,65
701401101,70
701401102,30
701401102,70
701533101,0
701533102,0
701533103,0
701538101,0
701538102,0
701538103,65
701538103,70
701549101,67
701549101,70
701549102,69
701549102,70
701549103,269
701549103,70
701549104,269
701549104,70
701549105,0
701604101,6
701604101,70
701604102,81
701604102,70
701604102,329
701704101,70
701821101,69
701821101,70
701821102,69
701821102,70
701821103,501
701821103,70
701821104,69
701821104,70
701841101,27
701841101,70
701841102,340
701841102,70
701913101,300
701913101,70
701913102,277
701913102,70
701913103,277
701913103,70
701913104,25
701913104,70
702117101,68
702117101,70
702117102,0
702117103,0
702198101,490
702198101,70
702198102,60
702198102,70
702198103,70
702198104,70
702198105,70
702233101,63
702233101,70
702233102,63
702233102,70
702309101,70
702309102,70
702309103,0
702309104,68
702309104,73
702309104,70
710043101,0
710043102,0
710043103,293
710043103,71
710043104,300
710043104,71
710043105,71
710043106,73
710043106,71
710308101,48
710308101,71
710308102,71
710308103,71
710308104,71
710314101,81
710314101,71
710317101,0
710317102,0
710317103,72
710317103,71
710317104,268
710317104,71
710334101,36
710334101,71
710334102,82
710334102,71
710334103,29
710334103,71
710362101,0
710362102,57
710362102,71
710383101,0
710383102,0
710385101,30
710385101,71
710385102,0
710385103,0
710387101,374
710387101,71
710387102,0
710387103,71
710394101,68
710394101,60
710394101,71
710394102,300
710394102,71
710394103,68
710394103,71
710497101,27
710497101,71
710497102,96
710497102,71
710560101,71
710560102,269
710560102,71
710742101,275
710742101,71
710751101,507
710751101,71
710751102,71
710752101,300
710752101,71
710752102,300
710752102,71
710752103,300
710752103,71
710752104,71
710757101,71
710757102,72
710757102,71
710760101,0
710760102,0
710763101,54
710763101,71
710763102,0
710766101,6
710766101,71
710766102,0
710766103,0
710770101,64
710770101,71
710770102,64
710770102,71
710770103,0
710770104,0
710778101,72
710778101,71
710778102,25
710778102,71
710778103,72
710778103,71
710778104,0
710779101,78
710779101,71
710779102,0
710779103,268
710779103,71
710779104,0
710790101,79
710790101,71
710790102,82
710790102,71
710790103,82
710790103,71
710806101,73
710806101,71
710806102,73
710806102,71
710806103,73
710806103,71
710816101,71
710816102,0
710841101,74
710841101,269
710841101,71
710841102,74
710841102,269
710841102,71
710853101,71
710853102,71
710853103,84
710853103,71
710864101,71
710864102,71
710871101,236
710871101,71
710871102,72
710871102,71
710871103,36
710871103,71
710878101,71
710878102,29
710878102,71
710878103,25
710878103,71
710878104,0
710884101,0
710887101,68
710887101,71
710887102,74
710887102,71
710887103,68
710887103,71
710887104,68
710887104,71
710889101,320
710889101,71
710932101,81
710932101,71
710932102,71
710932103,31
710932103,71
710937101,0
710937102,268
710937102,71
710937103,73
710937103,71
710937104,0
710937105,303
710937105,71
710937106,268
710937106,71
710940101,71
710940102,72
710940102,71
710940103,0
710940104,0
710940105,72
710940105,71
710940106,72
710940106,71
710940107,72
710940107,71
710940108,72
710940108,71
710940109,72
710940109,71
710940110,103
710940110,71
710940111,72
710940111,71
710940112,103
710940112,71
710940113,103
710940113,71
710940114,0
710957101,0
710998101,66
710998101,71
710998102,66
710998102,71
710998103,66
710998103,71
711005101,0
711005102,76
711005102,71
711005102,100
711006101,5
711006101,71
711006102,71
711006103,57
711006103,71
711010101,300
711010101,71
711010102,31
711010102,80
711010102,71
711010103,31
711010103,71
711010104,300
711010104,71
711036101,268
711036101,71
711036102,0
711124101,302
711124101,71
711191101,0
711261101,70
711261101,71
711261102,0
711310101,71
711310102,73
711310102,71
711310103,302
711310103,71
711519101,71
711519102,268
711519102,71
711519102,58
711547101,71
711547102,71
712137101,57
712137101,71
712137102,333
712137102,71
712366101,339
712366101,71
712424101,0
712424102,71
712424103,0
712590101,73
712590101,71
712590102,63
712590102,71
712590103,63
712590103,71
712644101,71
712654101,73
712654101,71
712654102,73
712654102,71
712774101,62
712774101,71
712774102,0
712790101,71
712851101,64
712851101,71
712851102,57
712851102,71
712851103,62
712851103,71
712851104,28
712851104,71
712851105,64
712851105,71
712879101,286
712879101,71
712879102,90
712879102,71
712914101,477
712914101,478
712914101,71
713203101,341
713203101,71
713203102,71
720001101,0
720005101,301
720005101,72
720005102,301
720005102,73
720005102,72
720005103,301
720005103,72
720013101,64
720013101,66
720013101,72
720013102,0
720014101,36
720014101,72
720014101,81
720014102,28
720014102,72
720014103,0
720016101,0
720016102,0
720016103,276
720016103,72
720020101,24
720020101,45
720020101,72
720020102,0
720021101,71
720021101,72
720022101,55
720022101,80
720022101,72
720022102,300
720022102,72
720022103,300
720022103,82
720022103,72
720024101,72
720024101,268
720024102,268
720024102,72
720024103,0
720027101,268
720027101,165
720027101,72
720033101,0
720033102,0
720034101,32
720034101,300
720034101,269
720034101,72
720034102,0
720035101,277
720035101,72
720035102,5
720035102,72
720035103,0
720036101,73
720036101,72
720036102,300
720036102,72
720036103,0
720037101,339
720037101,72
720038101,33
720038101,85
720038101,72
720039101,270
720039101,68
720039101,72
720039102,72
720039102,270
720039102,68
720045101,300
720045101,72
720045102,32
720045102,72
720047101,72
720305101,66
720305101,72
720306101,72
720306102,0
720307101,84
720307101,54
720307101,72
720312101,304
720312101,72
720312102,71
720312102,72
720312103,300
720312103,72
720312104,138
720312104,31
720312104,72
720325101,300
720325101,72
720328101,72
720328101,75
720328101,69
720328102,0
720328103,75
720328103,72
720328103,106
720329101,268
720329101,54
720329101,72
720329102,0
720342101,82
720342101,72
720342102,0
720342103,0
720343101,288
720343101,72
720343102,288
720343102,72
720355101,72
720355102,0
720361101,81
720361101,56
720361101,72
720361101,300
720361102,79
720361102,72
720361103,68
720361103,72
720369101,273
720369101,72
720369101,71
720369102,70
720369102,72
720369103,273
720369103,72
720369104,71
720369104,72
720402101,268
720402101,72
720402102,0
720408101,0
720426101,0
720478101,64
720478101,66
720478101,72
720478102,72
720478102,300
720478102,73
720478103,72
720516101,300
720516101,72
720516101,268
720516102,82
720516102,72
720533101,71
720533101,73
720533101,72
720533102,71
720533102,73
720533102,72
720533103,71
720533103,73
720533103,72
720533104,0
721278101,2
721278101,72
721279101,303
721279101,72
721279101,73
721279101,55
721287101,316
721287101,72
721287102,282
721287102,72
721287103,52
721287103,72
721287103,71
721294101,78
721294101,79
721294101,72
721294102,69
721294102,72
721304101,0
721304102,0
721304103,73
721304103,72
721312101,24
721312101,72
721312101,318
721312102,66
721312102,72
721316101,0
721316102,0
721316103,302
721316103,72
721319101,300
721319101,72
721319102,0
721329101,68
721329101,300
721329101,72
721329101,338
721329101,22
721329102,72
721329103,72
721329104,22
721329104,72
721349101,83
721349101,72
721349102,0
721349103,0
721350101,71
721350101,72
721350102,71
721350102,72
721350103,71
721350103,72
721350104,71
721350104,72
721350105,71
721350105,72
721421101,0
721429101,300
721429101,72
721429102,66
721429102,72
721429103,72
730002101,73
730002102,73
730002103,0
730002104,70
730002104,73
730002105,70
730002105,73
730003101,70
730003101,73
730003102,70
730003102,73
730008101,269
730008101,23
730008101,73
730008102,0
730009101,300
730009101,73
730009102,300
730009102,82
730009102,73
730009103,0
730009104,300
730009104,73
730010101,0
730010102,72
730010102,73
730012101,339
730012101,73
730012102,0
730014101,68
730014101,73
730014102,0
730015101,80
730015101,73
730015102,81
730015102,73
730016101,74
730016101,477
730016101,73
730016102,74
730016102,28
730016102,73
730016103,69
730016103,73
730017101,4
730017101,73
730020101,0
730020102,73
730020103,73
730021101,73
730021102,73
730024101,73
730026101,73
730026102,73
730027101,69
730027101,73
730027102,69
730027102,73
730028101,73
730028102,73
730030101,0
730030102,71
730030102,73
730030103,72
730030103,73
730032101,69
730032101,73
730032102,0
730032103,0
730033101,81
730033101,73
730035101,106
730035101,73
730035102,339
730035102,73
730038101,73
730038102,73
730038103,73
730039101,80
730039101,477
730039101,73
730039102,20
730039102,73
730040101,79
730040101,73
730041101,66
730041101,73
730042101,30
730042101,73
730042102,0
730045101,321
730045101,73
730046101,28
730046101,73
730046102,73
730046103,73
730047101,280
730047101,73
730047102,81
730047102,73
730047103,54
730047103,73
730047104,76
730047104,73
730047104,100
730048101,489
730048101,73
730048102,61
730048102,27
730048102,73
730048103,61
730048103,73
730048104,61
730048104,73
730051101,68
730051101,73
730053101,94
730053101,73
730053102,29
730053102,73
730054101,96
730054101,65
730054101,73
730054102,65
730054102,97
730054102,73
730054103,65
730054103,73
730304101,16
730304101,73
730304102,0
730304103,0
730311101,0
730311102,0
730323101,0
730405101,0
730425101,64
730425101,73
730509101,0
730509102,73
730509102,71
730509103,71
730509103,73
730509104,0
730513101,268
730513101,73
730513102,65
730513102,70
730513102,73
730803101,73
730803102,73
730805101,73
730805102,73
730847101,301
730847101,73
730847102,301
730847102,73
730847103,301
730847103,73
730872101,80
730872101,73
730872102,73
730872103,70
730872103,73
730874101,73
730881101,73
730881102,300
730881102,73
730882101,226
730882101,73
730882102,73
730882103,49
730882103,73
730889101,300
730889101,73
730889102,73
730889103,302
730889103,73
730889104,72
730889104,73
730890101,73
730890102,73
730896101,300
730896101,73
730896102,73
730896102,300
730896103,0
730897101,339
730897101,73
730897102,0
730904101,17
730904101,73
730904102,0
730911101,0
730911102,71
730911102,73
730918101,5
730918101,73
730925101,71
730925101,73
730925102,0
730925103,0
740031101,76
740031101,75
740031101,74
740031102,31
740031102,74
740037101,366
740037101,218
740037101,74
740037102,74
740041101,27
740041101,74
740084101,49
740084101,2
740084101,74
740087101,74
740087101,32
740087101,1
740301101,339
740301101,74
740301102,29
740301102,74
740339101,3
740339101,74
740359101,32
740359101,74
740367101,30
740367101,74
740367102,0
740594101,0
740604101,79
740604101,74
740607101,49
740607101,56
740607101,83
740607101,74
740607102,69
740607102,74
740608101,304
740608101,74
740608102,29
740608102,32
740608102,74
740625101,62
740625101,74
740625102,96
740625102,97
740625102,68
740625102,74
740625103,0
740643101,0
740665101,300
740665101,74
740665102,300
740665102,74
740683101,87
740683101,74
740683102,0
740683103,0
740695101,34
740695101,74
740695102,0
740695103,4
740695103,74
740695104,95
740695104,74
740717101,69
740717101,74
740722101,78
740722101,74
740722101,71
740722102,70
740722102,74
740722102,71
740722103,70
740722103,74
740728101,57
740728101,74
740748101,254
740748101,74
740748102,2
740748102,74
740748103,68
740748103,74
740755101,87
740755101,74
740755101,369
740755102,87
740755102,74
740755103,0
740784101,31
740784101,74
740784102,0
740784103,0
740786101,62
740786101,74
740786101,60
740786101,61
740795101,67
740795101,74
740795102,0
740797101,28
740797101,74
740797101,27
740797102,0
740797103,0
740809101,2
740809101,74
740809102,0
740809103,23
740809103,74
740819101,36
740819101,74
740819101,14
740819102,74
740823101,57
740823101,422
740823101,74
740823102,57
740823102,74
740823103,57
740823103,74
740839101,75
740839101,74
740863101,0
740900101,318
740900101,75
740900101,74
740905101,76
740905101,74
740905102,32
740905102,74
740926101,0
740926102,68
740926102,74
740928101,274
740928101,74
740928102,0
740928103,300
740928103,74
740928104,263
740928104,74
740936101,2
740936101,74
740947101,13
740947101,20
740947101,74
740947102,57
740947102,74
740947103,102
740947103,88
740947103,74
740971101,0
740971102,0
740971103,0
740989101,82
740989101,74
741006101,61
741006101,74
741009101,29
741009101,74
741009102,29
741009102,74
741009103,73
741009103,74
741021101,236
741021101,74
741021101,56
741021102,236
741021102,74
741036101,286
741036101,74
741036102,27
741036102,74
741036103,27
741036103,74
741048101,0
741061101,24
741061101,74
741061102,82
741061102,74
741068101,70
741068101,74
741070101,129
741070101,74
741070102,129
741070102,74
741088101,29
741088101,74
741091101,0
741091102,69
741091102,74
741095101,68
741095101,74
741095102,29
741095102,74
741108101,81
741108101,74
741108102,68
741108102,74
741110101,74
741135101,81
741135101,74
741135101,76
741135102,76
741135102,74
741176101,0
741176102,162
741176102,74
741176102,32
741176102,62
741176103,32
741176103,62
741176103,74
741180101,0
741180102,83
741180102,74
741180103,300
741180103,74
741181101,93
741181101,74
741181102,129
741181102,74
741181103,1
741181103,74
741181104,0
741181105,84
741181105,74
741181106,0
741181107,79
741181107,74
741186101,28
741186101,74
741212101,131
741212101,74
741212102,83
741212102,74
741219101,29
741219101,74
741219102,32
741219102,74
741219102,88
741219102,57
741219103,32
741219103,74
741219103,57
741225101,0
741225102,87
741225102,74
741248101,0
741248102,94
741248102,74
741248102,14
741250101,129
741250101,74
741250102,57
741250102,74
741252101,61
741252101,74
741252102,0
741258101,74
741258102,74
741258103,74
741278101,417
741278101,74
741302101,22
741302101,74
741302102,79
741302102,74
741302102,83
741323101,240
741323101,74
741323102,0
741323103,0
741328101,93
741328101,74
741328102,0
741328103,0
741340101,57
741340101,74
741340102,74
741340102,28
741360101,0
741360102,49
741360102,54
741360102,74
741361101,28
741361101,27
741361101,74
741414101,3
741414101,81
741414101,74
741414102,0
741415101,0
741415102,74
741415102,32
741440101,57
741440101,74
741440102,68
741440102,74
741440103,57
741440103,74
741440104,57
741440104,74
741442101,94
741442101,74
741454101,0
741454102,105
741454102,74
741469101,82
741469101,74
741469102,0
741469103,0
741476101,54
741476101,74
741521101,211
741521101,74
741521102,0
741521103,0
741558101,300
741558101,74
741558102,68
741558102,74
741572101,0
741572102,29
741572102,74
741572103,29
741572103,74
741613101,73
741613101,74
741613102,477
741613102,74
741769101,78
741769101,79
741769101,74
743022101,0
743022102,68
743022102,74
743143101,57
743143101,74
743143102,73
743143102,74
743622101,0
743768101,0
743768102,30
743768102,74
743768103,300
743768103,74
743875101,129
743875101,74
743875102,0
744854101,0
744854102,0
744854103,239
744854103,74
744854104,0
745653101,300
745653101,74
745653102,68
745653102,74
750022101,78
750022101,75
750023101,82
750023101,75
750023102,0
750024101,66
750024101,75
750024102,0
750026101,0
750026102,28
750026102,75
750028101,54
750028101,75
750032101,55
750032101,75
750033101,327
750033101,75
750033102,0
750037101,0
750037102,81
750037102,75
750047101,75
750047101,76
750047101,128
750047101,74
750047102,68
750047102,75
750055101,0
750055102,74
750055102,75
750056101,77
750056101,78
750056101,75
750065101,5
750065101,75
750065102,78
750065102,75
750065103,0
750081101,75
750082101,0
750082102,76
750082102,75
750089101,75
750089102,75
750091101,219
750091101,75
750093101,92
750093101,75
750097101,449
750097101,423
750097101,75
750098101,36
750098101,75
750098102,0
750098103,0
750104101,56
750104101,91
750104101,75
750108101,69
750108101,75
750108102,240
750108102,75
750121101,72
750121101,75
750123101,5
750123101,75
750123102,0
750131101,57
750131101,75
750131102,0
750137101,79
750137101,78
750137101,75
750137102,274
750137102,75
750137103,79
750137103,75
750142101,34
750142101,75
750142102,73
750142102,75
750145101,57
750145101,75
750145102,57
750145102,81
750145102,75
750145103,57
750145103,75
750303101,26
750303101,75
750303102,0
750303103,27
750303103,75
750305101,5
750305101,75
750306101,300
750306101,75
750306102,136
750306102,75
750315101,62
750315101,75
750315101,57
750343101,58
750343101,75
750343102,84
750343102,75
750496101,29
750496101,75
750496101,31
750498101,62
750498101,76
750498101,56
750498101,75
750498101,29
750498101,67
750498101,80
750504101,62
750504101,75
750511101,57
750511101,75
750511102,57
750511102,43
750511102,75
750517101,57
750517101,75
750520101,1
750520101,75
750520102,1
750520102,75
750522101,29
750522101,75
750522102,0
750530101,0
750530102,2
750530102,7
750530102,75
750530103,67
750530103,75
750530104,0
750530105,0
750531101,100
750531101,75
750531101,93
750531102,100
750531102,75
750538101,24
750538101,75
750538101,80
750538102,0
750538103,0
750546101,0
750546102,5
750546102,75
750548101,79
750548101,75
750548102,79
750548102,75
750548103,0
750549101,77
750549101,83
750549101,75
750551101,75
750551102,0
750555101,319
750555101,75
750555102,0
750557101,32
750557101,78
750557101,75
750563101,75
750563101,64
750563101,57
750563102,81
750563102,75
750567101,75
750567102,75
750578101,70
750578101,83
750578101,29
750578101,75
750578102,79
750578102,75
750579101,62
750579101,75
750582101,75
750582102,28
750582102,75
750586101,30
750586101,75
750588101,2
750588101,75
750592101,29
750592101,79
750592101,75
750592102,79
750592102,75
750592102,74
750592102,32
750592103,79
750592103,75
750595101,0
750595102,74
750595102,75
750606101,75
750606102,32
750606102,75
750609101,90
750609101,75
750610101,5
750610101,75
750610102,75
750610103,75
750610104,28
750610104,75
750611101,28
750611101,75
750611102,28
750611102,75
750618101,76
750618101,75
750618101,73
750618102,79
750618102,75
750618102,62
750618103,79
750618103,75
750618104,79
750618104,75
750626101,66
750626101,27
750626101,75
750626102,76
750626102,75
750627101,302
750627101,75
750627101,28
750627102,67
750627102,75
750627102,28
750627103,243
750627103,75
750632101,62
750632101,75
750635101,78
750635101,75
750636101,78
750636101,75
750636102,73
750636102,75
750638101,54
750638101,75
750643101,93
750643101,75
750643102,0
750644101,1
750644101,75
750648101,5
750648101,75
750648102,75
750648103,0
750648104,0
750654101,5
750654101,75
750654102,57
750654102,75
750654102,27
750654103,57
750654103,75
750655101,61
750655101,29
750655101,75
750655102,0
750659101,31
750659101,75
750660101,28
750660101,75
750662101,82
750662101,75
750669101,0
750669102,29
750669102,75
750675101,96
750675101,75
750675102,82
750675102,75
750676101,77
750676101,320
750676101,63
750676101,66
750676101,75
750677101,75
750677102,0
750679101,31
750679101,75
750679101,78
750686101,102
750686101,75
750691101,68
750691101,75
750691102,26
750691102,301
750691102,75
750691103,68
750691103,75
750694101,57
750694101,75
750695101,75
750695101,25
750695101,81
750695102,75
750695102,81
750700101,56
750700101,75
750700102,56
750700102,75
750700102,270
750700103,56
750700103,75
750700104,56
750700104,75
750706101,83
750706101,75
750706101,79
750721101,62
750721101,75
750721102,68
750721102,75
750721103,0
750722101,5
750722101,75
750722102,0
750728101,4
750728101,75
750728102,75
750728102,4
750728103,75
750736101,302
750736101,75
750736102,74
750736102,75
750736103,397
750736103,75
750741101,1
750741101,75
750746101,75
750746101,101
750746102,339
750746102,75
750746102,23
750747101,57
750747101,75
750747102,0
750747103,81
750747103,75
750760101,29
750760101,75
750769101,53
750769101,75
750769102,269
750769102,75
750775101,94
750775101,75
750776101,201
750776101,75
750776102,0
750776103,79
750776103,75
750795101,5
750795101,75
750795102,32
750795102,75
750801101,32
750801101,75
750809101,76
750809101,75
750812101,68
750812101,75
750812102,68
750812102,75
750812103,68
750812103,75
750812103,62
750812104,68
750812104,75
750812105,52
750812105,75
750823101,77
750823101,75
750825101,68
750825101,67
750825101,75
750825102,27
750825102,75
750833101,19
750833101,75
750838101,0
750838102,2
750838102,75
750838103,2
750838103,75
750838104,0
750841101,153
750841101,75
750852101,62
750852101,75
750855101,42
750855101,75
750856101,29
750856101,75
750858101,77
750858101,75
750858101,63
750858102,165
750858102,75
750865101,75
750865102,0
750865103,32
750865103,75
750866101,1
750866101,75
750866102,206
750866102,75
750866103,0
750875101,75
750875102,100
750875102,75
750875103,75
750882101,27
750882101,75
750882102,56
750882102,75
750882103,75
750885101,5
750885101,75
750885102,0
750908101,29
750908101,75
750909101,57
750909101,27
750909101,75
750909102,31
750909102,75
750909102,78
750909103,79
750909103,75
750913101,29
750913101,75
750939101,79
750939101,75
750941101,0
750941102,29
750941102,75
750945101,27
750945101,29
750945101,75
750950101,83
750950101,75
750973101,76
750973101,75
750974101,32
750974101,75
750974101,74
750974102,79
750974102,75
750974103,32
750974103,75
750991101,0
750991102,30
750991102,75
750993101,110
750993101,75
750993102,57
750993102,32
750993102,75
750993103,57
750993103,32
750993103,94
750993103,75
750999101,489
750999101,75
750999102,82
750999102,54
750999102,75
751001101,6
751001101,75
751015101,5
751015101,75
751015102,0
751015103,72
751015103,73
751015103,75
751016101,417
751016101,75
751016102,0
751034101,75
751104101,74
751104101,75
751104102,79
751104102,75
751131101,27
751131101,75
751131101,31
751159101,74
751159101,75
751159102,79
751159102,75
751186101,75
751186102,75
751213101,23
751213101,75
751224101,85
751224101,75
751247101,75
751247102,75
751275101,75
751275102,75
751316101,1
751316101,75
751316102,84
751316102,75
751627101,52
751627101,75
751627102,0
752249101,93
752249101,94
752249101,75
752716101,79
752716101,75
752877101,0
752877102,66
752877102,75
753426101,191
753426101,192
753426101,75
753426102,0
753426103,0
753426104,79
753426104,75
753623101,339
753623101,75
754142101,75
754142101,16
754142102,0
754142103,0
754142104,80
754142104,75
754157101,77
754157101,49
754157101,75
754157102,93
754157102,75
754157103,93
754157103,75
754812101,4
754812101,75
754812102,74
754812102,75
755000101,105
755000101,75
755000102,75
755000103,75
756009101,74
756009101,75
756009102,79
756009102,75
756009102,420
756009103,79
756009103,75
756009104,0
760003101,68
760003101,76
760003102,0
760004101,68
760004101,76
760004102,76
760004103,29
760004103,76
760005101,73
760005101,76
760005102,0
760005103,32
760005103,76
760005104,31
760005104,76
760010101,61
760010101,76
760010102,31
760010102,76
760024101,107
760024101,76
760024102,107
760024102,76
760027101,27
760027101,76
760031101,53
760031101,76
760031102,53
760031102,76
760035101,78
760035101,76
760035102,0
760035103,75
760035103,76
760035104,75
760035104,76
760040101,35
760040101,30
760040101,76
760041101,32
760041101,68
760041101,76
760041102,0
760043101,419
760043101,76
760055101,30
760055101,76
760059101,78
760059101,76
760061101,65
760061101,76
760061102,248
760061102,76
760061103,239
760061103,76
760066101,30
760066101,76
760066102,76
760066103,49
760066103,29
760066103,79
760066103,76
760075101,62
760075101,76
760081101,167
760081101,76
760081102,0
760081103,29
760081103,76
760087101,6
760087101,76
760098101,73
760098101,76
760101101,0
760101102,0
760101103,56
760101103,76
760101104,0
760101105,56
760101105,76
760118101,78
760118101,76
760118102,0
760118103,0
760119101,33
760119101,76
760120101,5
760120101,76
760120102,62
760120102,76
760130101,0
760136101,68
760136101,76
760136102,0
760140101,319
760140101,76
760148101,73
760148101,76
760148102,73
760148102,76
760148103,164
760148103,76
760301101,0
760301102,76
760302101,0
760302102,79
760302102,76
760302103,37
760302103,93
760302103,76
760302104,0
760548101,68
760548101,76
760548102,68
760548102,76
760555101,81
760555101,76
760555102,65
760555102,76
760564101,129
760564101,76
760564102,1
760564102,76
760577101,210
760577101,76
760581101,75
760581101,76
760585101,74
760585101,76
760590101,0
760590102,0
760590103,0
760595101,24
760595101,76
760595102,24
760595102,76
760596101,76
760596102,268
760596102,76
760596103,236
760596103,1
760596103,76
760597101,0
760597102,24
760597102,76
760610101,80
760610101,76
760610102,329
760610102,76
760611101,0
760611102,1
760611102,76
760629101,75
760629101,76
760630101,57
760630101,76
760630101,26
760630102,57
760630102,26
760630102,76
760630103,57
760630103,26
760630103,76
760630104,57
760630104,26
760630104,76
760631101,56
760631101,76
760639101,74
760639101,27
760639101,76
760647101,75
760647101,76
760647102,75
760647102,76
760647102,57
760647103,478
760647103,76
760648101,75
760648101,76
760648102,75
760648102,76
760648103,79
760648103,76
760654101,0
760654102,22
760654102,76
760654103,29
760654103,76
760659101,0
760659102,0
760659103,0
760670101,0
760670102,92
760670102,329
760670102,76
760670103,84
760670103,76
760670104,0
760671101,169
760671101,170
760671101,76
760671102,81
760671102,76
760671103,0
760671104,169
760671104,170
760671104,76
760672101,81
760672101,76
760672102,81
760672102,76
760676101,1
760676101,76
760676102,0
760676103,0
760679101,75
760679101,76
760681101,1
760681101,76
760681102,0
760690101,77
760690101,76
760690102,28
760690102,76
760696101,76
760696101,31
760699101,0
760699102,0
760699103,73
760699103,76
760699104,73
760699104,76
760705101,0
760709101,76
760712101,76
760712101,173
760712102,173
760712102,76
760713101,76
760716101,49
760716101,76
760717101,81
760717101,76
760717102,0
760718101,68
760718101,78
760718102,34
760718102,78
760719101,0
760719102,0
760723101,75
760723101,68
760723101,76
760723102,75
760723102,76
760732101,0
760732102,0
760737101,62
760737101,76
760737102,0
760739101,79
760739101,76
760741101,0
760741102,0
760745101,29
760745101,57
760745101,76
760745102,29
760745102,57
760745102,76
760745103,57
760745103,76
760753101,0
760753102,0
760754101,96
760754101,76
760754102,0
760754103,0
760757101,79
760757101,76
760759101,0
760759102,0
760762101,0
760762102,5
760762102,76
760762103,83
760762103,76
760762104,339
760762104,76
760768101,23
760768101,76
760768102,0
760768103,23
760768103,76
760771101,167
760771101,76
760771102,61
760771102,76
760771103,53
760771103,76
